STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,Reference area,Frequency of observation,Measure,Age,Sex,UNIT_MEASURE,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1974,129.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1975,130.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1976,134.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1977,138.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1978,143.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1979,145.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1980,147.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1981,150.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1982,148.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1983,150
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1984,151
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1985,154
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1986,153.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1987,160.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1988,161.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1989,163.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1990,161
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1991,163.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1992,164.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1993,163.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1994,163.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1995,164.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1996,162.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1997,166
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1998,167.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,1999,168.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2000,169.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2001,171.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2002,171.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2003,168.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2004,161.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2005,162.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2006,162.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2007,160.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2008,167.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2009,165.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2010,154.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2011,150.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2012,150.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2013,149.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2014,143.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2015,142.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2016,143.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2017,145.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2018,153
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2019,152.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2020,150.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,France,Annual,Fat supply,Total,Total,Grammes per person per day,2021,152.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1961,136
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1962,137.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1963,134.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1964,135.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1965,136.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1966,139.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1967,138.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1968,140.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1969,140.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1970,141.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1971,140.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1972,139.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1973,137.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1974,136.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1975,132.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1976,135.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1977,130.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1978,133.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1979,136.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1980,134.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1981,134.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1982,133.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1983,135.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1984,133.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1985,136.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1986,138.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1987,138.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1988,136.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1989,135.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1990,136.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1991,136.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1992,145
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1993,141.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1994,138.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1995,137.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1996,140.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1997,140.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1998,141.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,1999,142.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2000,140.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2001,141.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2002,135.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2003,133.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2004,137.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2005,139.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2006,147.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2007,140.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2008,140.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2009,139.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2010,130.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2011,127
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2012,127.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2013,127.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2014,130
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2015,130.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2016,129.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2017,132.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2018,131.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2019,138.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2020,139.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Fat supply,Total,Total,Grammes per person per day,2021,134.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1961,51.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1962,44.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1963,49.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1964,48.2
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1965,51.6
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1966,50.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1967,51.4
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1968,48.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1969,48.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1970,49.3
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1971,48.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1972,44.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1973,50.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1974,41.8
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1975,46
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1976,46.1
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1977,47.7
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1978,41.5
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1979,42.9
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_LVNG@DF_HEALTH_LVNG(1.0),Risk factors for health,United Kingdom,Annual,Sugar supply,Total,Total,Kilogrammes per person per year,1980,43.3
